"ZIP
code [1]",Size of adjusted gross income,Number of returns [2],Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Elderly returns,"Business or profession
net income (less loss)",Farm returns,Unemployment compensation [9],Taxable Social Security benefits,Partnership/S-corp net income (less loss)
99130,"$75,000 under $100,000",60,0,50,0,170,0,20,0,0,30,0
99130,"$100,000 under $200,000",70,0,60,0,180,30,0,0,0,0,0
99130,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99133,,680,310,280,80,1240,280,60,0,30,200,30
99133,"$1 under $25,000",200,130,40,30,280,80,0,0,0,30,0
99133,"$25,000 under $50,000",170,100,40,30,290,50,40,0,30,40,0
99133,"$50,000 under $75,000",110,40,50,20,220,50,0,0,0,70,0
99133,"$75,000 under $100,000",80,40,50,0,170,30,20,0,0,0,30
99133,"$100,000 under $200,000",100,0,80,0,230,70,0,0,0,60,0
99133,"$200,000 or more",20,0,20,0,50,0,0,0,0,0,0
,,,,,,,,,,,,
99134,,260,100,140,0,530,110,30,0,0,70,30
99134,"$1 under $25,000",80,50,20,0,120,30,0,0,0,0,0
99134,"$25,000 under $50,000",70,50,20,0,130,20,30,0,0,40,0
99134,"$50,000 under $75,000",40,0,50,0,90,30,0,0,0,0,0
99134,"$75,000 under $100,000",20,0,0,0,60,0,0,0,0,30,0
99134,"$100,000 under $200,000",50,0,50,0,130,30,0,0,0,0,30
99134,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99135,,120,50,50,0,240,40,0,0,0,20,30
99135,"$1 under $25,000",30,0,0,0,40,0,0,0,0,0,0
99135,"$25,000 under $50,000",30,50,0,0,50,0,0,0,0,20,30
99135,"$50,000 under $75,000",40,0,30,0,70,40,0,0,0,0,0
99135,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
99135,"$100,000 under $200,000",20,0,20,0,80,0,0,0,0,0,0
99135,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99137,,160,60,80,0,320,80,0,0,0,40,0
99137,"$1 under $25,000",60,30,20,0,100,30,0,0,0,0,0
99137,"$25,000 under $50,000",60,30,30,0,130,30,0,0,0,40,0
99137,"$50,000 under $75,000",0,0,0,0,0,0,0,0,0,0,0
99137,"$75,000 under $100,000",40,0,30,0,90,20,0,0,0,0,0
99137,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
99137,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99138,,460,190,130,130,980,130,30,0,50,70,0
99138,"$1 under $25,000",170,110,0,40,260,40,0,0,0,0,0
99138,"$25,000 under $50,000",150,60,50,60,330,40,30,0,50,30,0
99138,"$50,000 under $75,000",60,20,20,30,160,30,0,0,0,20,0
99138,"$75,000 under $100,000",30,0,20,0,100,0,0,0,0,0,0
99138,"$100,000 under $200,000",50,0,40,0,130,20,0,0,0,20,0
99138,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99139,,510,200,260,30,1050,220,70,20,60,130,0
99139,"$1 under $25,000",160,100,50,0,240,70,20,20,0,0,0
99139,"$25,000 under $50,000",110,50,40,30,210,50,20,0,0,50,0
99139,"$50,000 under $75,000",50,30,30,0,110,30,0,0,30,30,0
99139,"$75,000 under $100,000",60,0,40,0,150,30,30,0,0,20,0
99139,"$100,000 under $200,000",130,20,100,0,340,40,0,0,30,30,0
99139,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99140,,130,50,30,30,270,40,0,0,0,0,0
99140,"$1 under $25,000",60,30,0,30,100,0,0,0,0,0,0
99140,"$25,000 under $50,000",40,20,30,0,90,40,0,0,0,0,0
99140,"$50,000 under $75,000",30,0,0,0,80,0,0,0,0,0,0
99140,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
99140,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
99140,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99141,,2480,1050,1180,230,4930,910,340,80,170,560,120
99141,"$1 under $25,000",800,510,200,90,1200,280,110,20,30,70,30
99141,"$25,000 under $50,000",630,300,230,90,1220,200,70,30,50,160,0
99141,"$50,000 under $75,000",440,160,240,50,940,170,60,0,50,130,40
99141,"$75,000 under $100,000",260,50,210,0,650,120,40,30,40,100,0
99141,"$100,000 under $200,000",300,30,260,0,800,120,60,0,0,100,50
99141,"$200,000 or more",50,0,40,0,120,20,0,0,0,0,0
,,,,,,,,,,,,
99143,,260,110,150,0,510,110,20,60,0,70,40
99143,"$1 under $25,000",80,60,0,0,90,30,20,30,0,0,20
99143,"$25,000 under $50,000",60,30,50,0,120,40,0,0,0,40,0
99143,"$50,000 under $75,000",40,20,30,0,120,0,0,30,0,0,0
99143,"$75,000 under $100,000",30,0,30,0,70,20,0,0,0,30,20
99143,"$100,000 under $200,000",50,0,40,0,110,20,0,0,0,0,0
99143,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99148,,1080,440,540,80,2090,490,160,0,70,300,60
99148,"$1 under $25,000",340,190,110,30,540,150,70,0,0,40,0
99148,"$25,000 under $50,000",260,140,90,30,490,100,30,0,50,90,30
99148,"$50,000 under $75,000",160,50,90,20,330,70,30,0,0,60,0
99148,"$75,000 under $100,000",120,30,80,0,250,60,0,0,20,40,0
99148,"$100,000 under $200,000",150,30,120,0,360,80,30,0,0,70,30
99148,"$200,000 or more",50,0,50,0,120,30,0,0,0,0,0
,,,,,,,,,,,,
99150,,160,60,80,0,330,70,0,0,0,40,0
99150,"$1 under $25,000",50,30,30,0,80,0,0,0,0,0,0
99150,"$25,000 under $50,000",40,30,0,0,80,40,0,0,0,40,0
99150,"$50,000 under $75,000",40,0,30,0,100,30,0,0,0,0,0
99150,"$75,000 under $100,000",0,0,0,0,0,0,0,0,0,0,0
99150,"$100,000 under $200,000",30,0,20,0,70,0,0,0,0,0,0
99150,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99153,,200,90,100,0,380,80,30,0,0,50,0
99153,"$1 under $25,000",60,40,30,0,90,30,0,0,0,30,0
99153,"$25,000 under $50,000",50,30,0,0,90,30,30,0,0,0,0
99153,"$50,000 under $75,000",30,20,30,0,50,0,0,0,0,20,0
99153,"$75,000 under $100,000",20,0,0,0,50,0,0,0,0,0,0
99153,"$100,000 under $200,000",40,0,40,0,100,20,0,0,0,0,0
99153,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99156,,3790,1600,1780,390,7500,1370,530,60,230,880,190
99156,"$1 under $25,000",1300,820,310,160,1960,410,200,0,60,110,20
99156,"$25,000 under $50,000",930,420,350,150,1840,320,90,40,60,260,40
99156,"$50,000 under $75,000",580,210,320,50,1260,230,70,0,50,190,20
99156,"$75,000 under $100,000",350,80,250,30,840,130,60,0,30,110,20
99156,"$100,000 under $200,000",510,70,450,0,1320,220,80,20,30,170,60
99156,"$200,000 or more",120,0,100,0,280,60,30,0,0,40,30
,,,,,,,,,,,,
99157,,310,130,160,0,630,140,70,0,0,70,0
99157,"$1 under $25,000",140,90,40,0,240,60,40,0,0,0,0
99157,"$25,000 under $50,000",60,20,40,0,140,30,30,0,0,50,0
99157,"$50,000 under $75,000",50,20,30,0,100,20,0,0,0,0,0
99157,"$75,000 under $100,000",30,0,20,0,60,30,0,0,0,20,0
99157,"$100,000 under $200,000",30,0,30,0,90,0,0,0,0,0,0
99157,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99158,,270,110,140,30,550,100,30,0,0,50,20
99158,"$1 under $25,000",70,50,0,30,90,40,0,0,0,0,0
99158,"$25,000 under $50,000",60,30,40,0,110,0,30,0,0,30,20
99158,"$50,000 under $75,000",40,30,20,0,90,30,0,0,0,0,0
99158,"$75,000 under $100,000",40,0,30,0,100,0,0,0,0,20,0
99158,"$100,000 under $200,000",60,0,50,0,160,30,0,0,0,0,0
99158,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99159,,570,260,270,40,1130,220,50,30,0,120,80
99159,"$1 under $25,000",180,130,40,0,230,80,30,0,0,20,20
99159,"$25,000 under $50,000",130,60,50,40,290,30,0,30,0,30,0
99159,"$50,000 under $75,000",80,40,40,0,170,30,20,0,0,20,20
99159,"$75,000 under $100,000",70,30,50,0,170,30,0,0,0,20,0
99159,"$100,000 under $200,000",80,0,70,0,210,50,0,0,0,30,40
99159,"$200,000 or more",30,0,20,0,60,0,0,0,0,0,0
,,,,,,,,,,,,
99161,,730,310,360,30,1340,260,120,30,0,190,50
99161,"$1 under $25,000",170,140,20,0,180,50,30,0,0,0,20
99161,"$25,000 under $50,000",160,90,50,30,250,50,20,0,0,60,0
99161,"$50,000 under $75,000",150,50,80,0,300,70,40,30,0,50,0
99161,"$75,000 under $100,000",100,30,80,0,240,40,0,0,0,40,30
99161,"$100,000 under $200,000",150,0,130,0,370,50,30,0,0,40,0
99161,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99163,,10980,6680,3540,600,17720,1850,1300,80,140,1200,530
99163,"$1 under $25,000",4310,3860,210,190,3850,260,280,20,40,90,20
99163,"$25,000 under $50,000",2380,1650,440,230,3540,280,200,0,50,190,50
99163,"$50,000 under $75,000",1290,650,510,90,2450,310,180,20,20,220,70
99163,"$75,000 under $100,000",920,270,600,40,2150,270,160,0,30,210,60
99163,"$100,000 under $200,000",1550,200,1310,50,4270,490,310,40,0,350,180
99163,"$200,000 or more",530,50,470,0,1460,240,170,0,0,140,150
,,,,,,,,,,,,
99166,,1270,510,610,130,2420,530,170,40,110,340,60
99166,"$1 under $25,000",450,260,120,60,690,180,60,20,30,40,0
99166,"$25,000 under $50,000",350,170,130,50,660,140,40,0,50,120,0
99166,"$50,000 under $75,000",160,40,100,20,340,70,20,20,0,60,40
99166,"$75,000 under $100,000",140,40,120,0,330,70,20,0,30,60,0
99166,"$100,000 under $200,000",140,0,110,0,340,70,30,0,0,60,20
99166,"$200,000 or more",30,0,30,0,60,0,0,0,0,0,0
,,,,,,,,,,,,
99167,,320,140,170,0,610,130,50,40,20,90,0
99167,"$1 under $25,000",120,80,40,0,180,40,20,0,20,0,0
99167,"$25,000 under $50,000",80,40,40,0,140,30,30,40,0,40,0
99167,"$50,000 under $75,000",60,20,40,0,130,30,0,0,0,20,0
99167,"$75,000 under $100,000",30,0,20,0,80,30,0,0,0,30,0
99167,"$100,000 under $200,000",30,0,30,0,80,0,0,0,0,0,0
99167,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99169,,1230,600,440,110,2180,410,110,40,30,250,110
99169,"$1 under $25,000",370,270,50,40,450,100,20,20,0,20,20
99169,"$25,000 under $50,000",290,160,70,70,500,100,20,0,30,70,0
99169,"$50,000 under $75,000",160,60,80,0,330,60,40,0,0,50,30
99169,"$75,000 under $100,000",210,80,80,0,380,60,0,20,0,40,0
99169,"$100,000 under $200,000",160,30,130,0,420,70,30,0,0,70,40
99169,"$200,000 or more",40,0,30,0,100,20,0,0,0,0,20
,,,,,,,,,,,,
99170,,470,190,230,30,940,150,60,40,0,90,50
99170,"$1 under $25,000",140,90,30,0,190,40,30,0,0,0,0
99170,"$25,000 under $50,000",100,50,40,30,190,30,0,0,0,30,30
99170,"$50,000 under $75,000",100,30,50,0,230,30,30,0,0,40,0
99170,"$75,000 under $100,000",50,20,40,0,130,20,0,40,0,0,0
99170,"$100,000 under $200,000",80,0,70,0,200,30,0,0,0,20,20
99170,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99171,,460,210,210,30,880,200,60,40,0,120,70
99171,"$1 under $25,000",140,100,30,0,180,60,0,0,0,0,30
99171,"$25,000 under $50,000",120,70,40,30,210,50,30,0,0,50,0
99171,"$50,000 under $75,000",80,40,40,0,170,50,0,40,0,40,20
99171,"$75,000 under $100,000",40,0,30,0,100,0,30,0,0,0,0
99171,"$100,000 under $200,000",80,0,70,0,220,40,0,0,0,30,20
99171,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99173,,730,320,310,80,1520,230,100,40,80,130,30
99173,"$1 under $25,000",260,160,60,30,400,80,40,0,0,0,0
99173,"$25,000 under $50,000",210,90,80,50,470,60,20,0,40,60,30
99173,"$50,000 under $75,000",120,40,70,0,290,50,40,40,40,40,0
99173,"$75,000 under $100,000",70,30,50,0,160,20,0,0,0,30,0
99173,"$100,000 under $200,000",70,0,50,0,200,20,0,0,0,0,0
99173,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99179,,220,80,130,0,460,70,30,0,0,40,20
99179,"$1 under $25,000",40,30,0,0,40,0,0,0,0,20,0
99179,"$25,000 under $50,000",50,30,0,0,80,40,30,0,0,0,0
99179,"$50,000 under $75,000",40,20,40,0,90,0,0,0,0,0,20
99179,"$75,000 under $100,000",40,0,40,0,110,30,0,0,0,20,0
99179,"$100,000 under $200,000",50,0,50,0,140,0,0,0,0,0,0
99179,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99180,,570,260,240,60,1080,220,70,20,0,130,0
99180,"$1 under $25,000",200,130,40,20,280,70,0,20,0,0,0
99180,"$25,000 under $50,000",140,70,40,40,270,40,40,0,0,50,0
99180,"$50,000 under $75,000",100,40,50,0,200,40,0,0,0,30,0
99180,"$75,000 under $100,000",50,20,40,0,130,30,30,0,0,20,0
99180,"$100,000 under $200,000",80,0,70,0,200,40,0,0,0,30,0
99180,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99181,,830,330,370,120,1720,270,120,30,70,170,40
99181,"$1 under $25,000",290,180,60,50,480,90,50,0,0,0,20
99181,"$25,000 under $50,000",220,90,80,50,450,50,40,30,40,70,0
99181,"$50,000 under $75,000",140,40,80,20,330,50,0,0,30,40,0
99181,"$75,000 under $100,000",90,20,70,0,230,40,30,0,0,30,20
99181,"$100,000 under $200,000",90,0,80,0,230,40,0,0,0,30,0
99181,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99185,,670,260,340,60,1290,260,70,30,0,180,60
99185,"$1 under $25,000",210,140,50,0,270,70,20,0,0,0,0
99185,"$25,000 under $50,000",150,70,50,60,270,60,30,30,0,70,0
99185,"$50,000 under $75,000",100,50,60,0,210,60,0,0,0,50,0
99185,"$75,000 under $100,000",60,0,50,0,160,0,0,0,0,0,0
99185,"$100,000 under $200,000",130,0,130,0,330,70,20,0,0,60,60
99185,"$200,000 or more",20,0,0,0,50,0,0,0,0,0,0
,,,,,,,,,,,,
99201,,6570,4460,1270,730,9730,1210,760,0,250,660,340
99201,"$1 under $25,000",2630,2110,150,330,3300,400,270,0,90,90,30
99201,"$25,000 under $50,000",2060,1480,280,270,3020,260,160,0,100,180,30
99201,"$50,000 under $75,000",780,460,220,90,1300,150,120,0,40,110,40
99201,"$75,000 under $100,000",370,170,170,0,660,120,50,0,0,90,30
99201,"$100,000 under $200,000",480,170,280,40,930,170,90,0,20,120,90
99201,"$200,000 or more",250,70,170,0,520,110,70,0,0,70,120
,,,,,,,,,,,,
99202,,7940,4570,2030,1240,13970,1400,990,0,350,700,310
99202,"$1 under $25,000",3160,2280,290,560,4510,500,390,0,110,90,40
99202,"$25,000 under $50,000",2500,1490,460,510,4460,330,220,0,120,210,50
99202,"$50,000 under $75,000",1080,490,440,140,2180,220,140,0,60,150,40
99202,"$75,000 under $100,000",510,160,330,0,1180,130,90,0,30,90,30
99202,"$100,000 under $200,000",550,120,400,30,1290,150,110,0,30,110,80
99202,"$200,000 or more",140,30,110,0,350,70,40,0,0,50,70
,,,,,,,,,,,,
99203,,10580,5080,4600,750,19860,3540,1850,20,280,2350,1140
99203,"$1 under $25,000",2420,2010,210,170,2450,640,330,20,60,200,70
99203,"$25,000 under $50,000",1950,1320,350,240,2960,550,250,0,80,410,70
99203,"$50,000 under $75,000",1510,800,530,130,2620,570,230,0,50,440,90
99203,"$75,000 under $100,000",1200,420,660,110,2490,470,210,0,30,380,100
99203,"$100,000 under $200,000",2350,420,1840,70,6010,890,500,0,60,680,370
99203,"$200,000 or more",1150,110,1010,30,3330,420,330,0,0,240,440
,,,,,,,,,,,,
99204,,3540,2430,730,320,5210,630,460,0,120,370,170
99204,"$1 under $25,000",1260,1060,50,140,1460,160,150,0,40,40,40
99204,"$25,000 under $50,000",1190,930,130,120,1570,140,110,0,60,90,0
99204,"$50,000 under $75,000",450,280,130,40,700,120,60,0,0,100,30
99204,"$75,000 under $100,000",210,80,110,0,430,60,40,0,20,40,0
99204,"$100,000 under $200,000",300,80,210,20,700,100,70,0,0,70,40
99204,"$200,000 or more",130,0,100,0,350,50,30,0,0,30,60
,,,,,,,,,,,,
99205,,21380,11610,6440,3020,37380,4710,2390,0,1000,2730,530
99205,"$1 under $25,000",6660,4990,630,950,8650,1520,720,0,240,430,60
99205,"$25,000 under $50,000",6860,4130,1240,1340,11460,1230,590,0,340,860,90
99205,"$50,000 under $75,000",3880,1660,1670,500,7840,900,470,0,220,680,100
99205,"$75,000 under $100,000",2120,520,1440,150,4920,510,290,0,100,390,90
99205,"$100,000 under $200,000",1660,270,1310,80,4060,480,280,0,100,330,130
99205,"$200,000 or more",200,40,150,0,450,70,40,0,0,40,60
,,,,,,,,,,,,
99206,,18440,9070,6910,2230,34690,4490,2250,30,800,2760,930
99206,"$1 under $25,000",5580,4150,600,760,6990,1170,630,0,180,300,70
99206,"$25,000 under $50,000",5180,3090,1050,940,8800,950,470,0,260,740,100
99206,"$50,000 under $75,000",2790,1120,1320,330,5830,820,350,30,160,630,120
99206,"$75,000 under $100,000",1880,390,1360,110,4670,610,270,0,90,460,130
99206,"$100,000 under $200,000",2440,260,2100,90,6800,740,410,0,110,520,270
99206,"$200,000 or more",570,60,480,0,1600,200,120,0,0,110,240
,,,,,,,,,,,,
99207,,14290,8040,3350,2640,25280,2420,1270,0,780,1230,210
99207,"$1 under $25,000",5560,3940,530,990,8030,900,520,0,230,180,30
99207,"$25,000 under $50,000",5410,3080,920,1300,9740,710,380,0,310,440,50
99207,"$50,000 under $75,000",1940,750,880,270,4140,400,180,0,150,300,40
99207,"$75,000 under $100,000",820,170,590,60,2020,210,110,0,60,150,30
99207,"$100,000 under $200,000",510,100,390,20,1220,170,80,0,30,160,40
99207,"$200,000 or more",50,0,40,0,130,30,0,0,0,0,20
,,,,,,,,,,,,
99208,,26700,12420,11180,2780,51880,7290,3400,70,990,4810,1470
99208,"$1 under $25,000",7790,6010,820,870,9110,1650,740,0,210,480,100
99208,"$25,000 under $50,000",6500,3830,1440,1120,11190,1450,620,40,290,1140,150
99208,"$50,000 under $75,000",3690,1440,1760,430,7870,1190,480,0,170,990,140
99208,"$75,000 under $100,000",2810,580,2020,180,7050,1000,460,0,120,800,160
99208,"$100,000 under $200,000",4610,450,3980,150,12880,1570,810,30,180,1160,450
99208,"$200,000 or more",1300,110,1160,30,3780,430,290,0,20,240,470
,,,,,,,,,,,,
99212,,10360,5350,3650,1200,18540,2690,1260,0,500,1570,500
99212,"$1 under $25,000",3210,2380,370,400,4010,800,340,0,110,200,50
99212,"$25,000 under $50,000",3060,1790,650,540,5210,600,280,0,160,420,60
99212,"$50,000 under $75,000",1660,730,740,160,3300,440,200,0,90,330,80
99212,"$75,000 under $100,000",990,250,680,60,2380,310,160,0,80,250,60
99212,"$100,000 under $200,000",1130,160,940,40,2850,400,210,0,60,290,120
99212,"$200,000 or more",310,40,270,0,790,140,70,0,0,80,130
,,,,,,,,,,,,
99216,,13110,6920,4300,1680,23360,3170,1350,0,570,2020,390
99216,"$1 under $25,000",4140,3040,460,570,5330,880,410,0,140,240,30
99216,"$25,000 under $50,000",4260,2620,790,770,7020,840,310,0,190,660,50
99216,"$50,000 under $75,000",2050,810,970,230,4320,590,260,0,100,470,70
99216,"$75,000 under $100,000",1200,260,860,70,2940,390,150,0,70,310,60
99216,"$100,000 under $200,000",1300,160,1100,40,3370,410,190,0,70,300,120
99216,"$200,000 or more",160,30,120,0,380,60,30,0,0,40,60
,,,,,,,,,,,,
99217,,8890,4370,3310,1110,16920,2130,1110,70,460,1270,430
99217,"$1 under $25,000",2870,2100,350,390,3750,610,350,0,120,160,50
99217,"$25,000 under $50,000",2670,1460,670,500,4990,490,270,0,130,370,50
99217,"$50,000 under $75,000",1330,500,670,140,2970,360,160,40,100,260,50
99217,"$75,000 under $100,000",800,180,560,50,1890,260,110,0,50,200,50
99217,"$100,000 under $200,000",940,100,810,30,2540,310,160,30,60,220,110
99217,"$200,000 or more",280,30,250,0,780,100,60,0,0,60,120
,,,,,,,,,,,,
99218,,6700,3170,2720,730,12890,1910,850,20,220,1390,390
99218,"$1 under $25,000",2160,1680,200,250,2500,400,200,20,40,130,20
99218,"$25,000 under $50,000",1580,900,370,290,2810,370,150,0,70,320,30
99218,"$50,000 under $75,000",920,320,480,100,2010,330,130,0,40,300,50
99218,"$75,000 under $100,000",660,130,470,50,1660,280,110,0,30,240,50
99218,"$100,000 under $200,000",1070,110,920,40,3010,410,190,0,40,320,120
99218,"$200,000 or more",310,30,280,0,900,120,70,0,0,80,120
,,,,,,,,,,,,
99223,,16210,7680,6800,1480,30660,5150,2500,40,470,3440,1430
99223,"$1 under $25,000",4380,3420,460,440,4960,980,560,0,90,300,80
99223,"$25,000 under $50,000",3510,2160,730,550,5830,890,400,0,140,690,110
99223,"$50,000 under $75,000",2270,1030,950,230,4350,790,340,0,90,630,110
99223,"$75,000 under $100,000",1610,490,980,120,3620,640,260,0,50,510,110
99223,"$100,000 under $200,000",3020,450,2430,110,7850,1290,580,40,100,970,410
99223,"$200,000 or more",1420,130,1250,30,4050,560,360,0,0,340,610
,,,,,,,,,,,,
99224,,10990,5060,4790,990,21020,3030,1450,110,310,1930,730
99224,"$1 under $25,000",2980,2240,360,340,3580,680,310,30,80,180,40
99224,"$25,000 under $50,000",2620,1610,580,370,4360,530,250,0,80,420,50
99224,"$50,000 under $75,000",1530,640,720,140,3090,490,190,30,50,390,70
99224,"$75,000 under $100,000",1060,270,720,60,2440,400,160,0,40,330,70
99224,"$100,000 under $200,000",1990,230,1690,80,5240,650,350,50,60,470,230
99224,"$200,000 or more",810,70,720,0,2310,280,190,0,0,140,270
,,,,,,,,,,,,
99301,,36510,15390,13690,7060,81080,5920,3830,280,2370,3590,1390
99301,"$1 under $25,000",11390,7920,1120,2250,16340,1400,1050,30,470,340,110
99301,"$25,000 under $50,000",10270,4410,2500,3230,23150,1280,840,30,770,890,190
99301,"$50,000 under $75,000",5700,1810,2780,1030,14840,1010,550,30,530,750,160
99301,"$75,000 under $100,000",3550,690,2470,350,10160,740,480,40,290,590,170
99301,"$100,000 under $200,000",4680,480,3990,200,13980,1160,710,90,310,820,410
99301,"$200,000 or more",920,80,830,0,2610,330,200,60,0,200,350
,,,,,,,,,,,,
99320,,4480,1880,1920,660,9210,1170,490,200,370,780,170
99320,"$1 under $25,000",1280,890,160,220,1780,270,140,0,70,80,40
99320,"$25,000 under $50,000",1090,530,290,260,2150,260,90,50,100,210,0
99320,"$50,000 under $75,000",700,240,350,100,1610,200,60,30,80,160,30
99320,"$75,000 under $100,000",540,120,380,50,1400,160,60,20,60,130,0
99320,"$100,000 under $200,000",750,100,640,30,1960,240,140,100,60,170,60
99320,"$200,000 or more",120,0,100,0,310,40,0,0,0,30,40
,,,,,,,,,,,,
99321,,450,180,150,120,1180,30,0,0,40,0,0
99321,"$1 under $25,000",190,130,0,40,320,30,0,0,0,0,0
99321,"$25,000 under $50,000",190,50,90,80,600,0,0,0,40,0,0
99321,"$50,000 under $75,000",50,0,60,0,200,0,0,0,0,0,0
99321,"$75,000 under $100,000",20,0,0,0,60,0,0,0,0,0,0
99321,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
99321,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99322,,110,30,70,0,210,60,0,0,0,40,0
99322,"$1 under $25,000",20,30,0,0,30,30,0,0,0,0,0
99322,"$25,000 under $50,000",30,0,40,0,50,0,0,0,0,0,0
99322,"$50,000 under $75,000",20,0,0,0,40,30,0,0,0,40,0
99322,"$75,000 under $100,000",40,0,30,0,90,0,0,0,0,0,0
99322,"$100,000 under $200,000",0,0,0,0,0,0,0,0,0,0,0
99322,"$200,000 or more",0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
99323,,1690,660,810,200,3580,470,190,30,130,350,70
99323,"$1 under $25,000",450,330,50,60,530,100,40,0,20,40,0
99323,"$25,000 under $50,000",360,170,110,80,730,90,30,0,20,80,30
99323,"$50,000 under $75,000",280,90,150,40,630,90,30,30,40,80,0
99323,"$75,000 under $100,000",220,40,150,20,580,70,30,0,20,60,0
99323,"$100,000 under $200,000",340,30,310,0,1000,120,60,0,30,90,40
99323,"$200,000 or more",40,0,40,0,110,0,0,0,0,0,0
,,,,,,,,,,,,
99324,,4330,2090,1680,510,8090,1310,620,20,160,810,190
99324,"$1 under $25,000",1450,1090,170,170,1740,370,160,20,50,120,0
99324,"$25,000 under $50,000",1100,590,280,210,1930,300,140,0,40,230,50
99324,"$50,000 under $75,000",720,250,380,80,1640,240,110,0,50,160,30
99324,"$75,000 under $100,000",460,90,330,50,1170,160,90,0,20,130,30
99324,"$100,000 under $200,000",510,70,450,0,1390,200,100,0,0,150,50
99324,"$200,000 or more",90,0,70,0,220,40,20,0,0,20,30
,,,,,,,,,,,,
99326,,1560,660,630,270,3570,290,120,40,130,150,60
99326,"$1 under $25,000",480,340,60,80,670,80,30,20,20,0,0
99326,"$25,000 under $50,000",470,210,130,130,1090,70,30,0,50,60,20
99326,"$50,000 under $75,000",270,80,140,60,750,30,30,0,30,40,0
99326,"$75,000 under $100,000",150,30,130,0,490,40,0,0,30,0,0
99326,"$100,000 under $200,000",160,0,150,0,510,70,30,20,0,50,40
99326,"$200,000 or more",30,0,20,0,60,0,0,0,0,0,0
