"ZIP
code [1]",Size of adjusted gross income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number of individuals,Number of dependents,Elderly returns,Adjusted gross income (AGI) [6],"Business or profession - Number of returns
net income (less loss)",Farm returns,Unemployment compensation [8],Taxable Social Security benefits,Partnership/S-corp net income (less loss),Self-employment tax
98325,"$75,000 under $100,000",110,30,80,** ,250,70,40,9651,** ,** ,** ,30,** ,** 
98325,"$100,000 under $200,000",150,20,130,** ,370,90,80,20272,30,** ,** ,60,40,30
98325,"$200,000 or more",30,** ,30,0,80,20,** ,11086,** ,** ,0,** ,** ,** 
,,,,,,,,,,,,,,,
98326,,240,110,90,30,420,90,90,12263,0,0,0,50,0,0
98326,"$1 under $25,000",70,50,30,30,90,20,30,822,0,0,0,** ,0,0
98326,"$25,000 under $50,000",70,30,** ,** ,120,30,20,2417,0,0,0,20,0,0
98326,"$50,000 under $75,000",60,30,30,** ,110,20,20,3422,0,0,0,30,0,0
98326,"$75,000 under $100,000",20,** ,30,0,50,20,20,1701,0,0,0,** ,0,0
98326,"$100,000 under $200,000",20,** ,** ,0,50,** ,** ,3901,0,0,0,** ,0,0
98326,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
98327,,4240,1580,2200,350,9510,3330,700,325019,430,0,70,500,120,290
98327,"$1 under $25,000",740,590,80,50,780,180,110,9447,80,0,20,30,20,50
98327,"$25,000 under $50,000",980,480,320,120,1850,570,130,36136,70,0,** ,110,** ,40
98327,"$50,000 under $75,000",790,260,420,90,1950,740,120,49382,70,0,30,100,** ,50
98327,"$75,000 under $100,000",600,130,400,60,1570,580,110,51970,70,0,** ,100,20,40
98327,"$100,000 under $200,000",960,120,820,30,2800,1030,190,128818,100,0,20,160,50,70
98327,"$200,000 or more",170,** ,160,** ,560,230,40,49266,40,0,** ,** ,30,40
,,,,,,,,,,,,,,,
98328,,4800,2030,2240,470,9640,2880,1330,349813,590,100,250,860,250,440
98328,"$1 under $25,000",1180,850,180,130,1450,330,300,14566,120,30,30,80,** ,100
98328,"$25,000 under $50,000",1040,610,240,170,1770,500,250,38027,100,** ,60,190,50,70
98328,"$50,000 under $75,000",800,310,380,90,1700,520,270,49726,90,20,50,210,30,70
98328,"$75,000 under $100,000",630,150,420,50,1570,530,190,54313,80,** ,40,150,30,60
98328,"$100,000 under $200,000",970,110,850,30,2670,860,250,130084,160,50,70,190,80,110
98328,"$200,000 or more",180,** ,170,** ,480,140,70,63097,40,** ,** ,40,60,30
,,,,,,,,,,,,,,,
98329,,4170,1750,1990,370,8340,2390,1210,325195,580,20,190,780,210,440
98329,"$1 under $25,000",1000,730,160,100,1240,270,280,12587,130,** ,30,80,** ,110
98329,"$25,000 under $50,000",830,470,210,120,1430,400,210,30669,90,20,40,170,40,60
98329,"$50,000 under $75,000",700,300,320,80,1450,430,210,43650,110,** ,40,160,20,80
98329,"$75,000 under $100,000",560,120,390,40,1340,390,190,48591,80,** ,40,140,40,60
98329,"$100,000 under $200,000",900,130,760,30,2440,780,270,121347,140,** ,40,190,70,100
98329,"$200,000 or more",180,** ,150,** ,440,120,50,68351,30,** ,** ,40,40,30
,,,,,,,,,,,,,,,
98330,,130,60,40,0,230,60,40,6275,0,0,0,20,0,0
98330,"$1 under $25,000",50,30,20,0,60,** ,** ,561,0,0,0,20,0,0
98330,"$25,000 under $50,000",50,30,** ,0,90,30,40,2162,0,0,0,** ,0,0
98330,"$50,000 under $75,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
98330,"$75,000 under $100,000",30,** ,20,0,80,30,** ,3552,0,0,0,** ,0,0
98330,"$100,000 under $200,000",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
98330,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
98331,,2230,930,920,350,4540,1510,590,118833,330,0,120,330,100,280
98331,"$1 under $25,000",750,450,130,160,1220,430,180,9622,120,0,20,30,30,110
98331,"$25,000 under $50,000",580,270,170,130,1140,410,120,21089,70,0,30,90,** ,60
98331,"$50,000 under $75,000",390,150,190,60,840,260,110,23771,50,0,40,80,20,40
98331,"$75,000 under $100,000",220,40,170,** ,580,190,80,19248,40,0,30,60,** ,30
98331,"$100,000 under $200,000",250,20,230,** ,670,200,100,30967,50,0,** ,70,30,40
98331,"$200,000 or more",40,** ,30,0,90,20,** ,14136,** ,0,0,** ,20,** 
,,,,,,,,,,,,,,,
98332,,8350,3130,4610,500,17180,4800,3240,1102291,1420,20,200,2240,940,1160
98332,"$1 under $25,000",1660,1340,210,90,1610,240,490,19102,210,** ,20,150,40,170
98332,"$25,000 under $50,000",1170,720,290,130,1810,370,430,42496,180,** ,30,350,70,120
98332,"$50,000 under $75,000",940,420,400,90,1750,430,440,58275,130,20,30,350,60,100
98332,"$75,000 under $100,000",920,270,570,70,2070,590,410,80815,140,** ,30,330,80,110
98332,"$100,000 under $200,000",2320,300,1920,90,6100,1870,960,328508,440,** ,60,730,280,350
98332,"$200,000 or more",1340,80,1220,30,3840,1300,510,573095,320,** ,30,330,410,310
,,,,,,,,,,,,,,,
98333,,1990,730,1120,90,4010,1030,820,309355,390,0,50,570,280,330
98333,"$1 under $25,000",410,330,50,** ,400,60,120,4704,70,0,20,30,** ,60
98333,"$25,000 under $50,000",240,150,60,50,350,50,90,8910,50,0,** ,80,30,40
98333,"$50,000 under $75,000",180,80,80,** ,330,70,80,10906,40,0,** ,60,30,30
98333,"$75,000 under $100,000",240,70,150,20,500,110,120,20965,30,0,30,100,** ,20
98333,"$100,000 under $200,000",540,70,450,20,1400,410,250,76088,100,0,** ,200,80,80
98333,"$200,000 or more",380,30,330,** ,1030,330,160,187782,100,0,** ,100,140,100
,,,,,,,,,,,,,,,
98335,,14180,6020,7120,850,27590,7280,5420,1900660,2370,30,340,3620,1630,1910
98335,"$1 under $25,000",3010,2500,320,160,2890,430,820,35081,380,** ,40,250,80,320
98335,"$25,000 under $50,000",2160,1410,470,230,3260,680,740,79966,280,** ,60,590,90,230
98335,"$50,000 under $75,000",1800,880,690,180,3170,690,780,111573,260,** ,50,630,110,190
98335,"$75,000 under $100,000",1500,500,860,110,3110,760,700,130723,250,30,50,550,120,180
98335,"$100,000 under $200,000",3600,540,2890,140,9170,2700,1560,506278,720,** ,110,1120,480,560
98335,"$200,000 or more",2110,190,1890,30,5990,2020,820,1037039,480,** ,30,480,750,430
,,,,,,,,,,,,,,,
98336,,390,160,180,50,760,230,120,20426,30,0,20,90,0,30
98336,"$1 under $25,000",120,70,30,30,180,50,40,1441,30,0,20,** ,0,30
98336,"$25,000 under $50,000",100,50,40,** ,170,40,30,3392,** ,0,** ,60,0,** 
98336,"$50,000 under $75,000",80,40,40,20,190,70,20,4807,** ,0,** ,** ,0,** 
98336,"$75,000 under $100,000",40,** ,30,** ,100,40,30,3307,0,0,** ,30,0,0
98336,"$100,000 under $200,000",50,** ,40,** ,120,30,** ,7479,** ,0,** ,** ,0,** 
98336,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,0,** 
,,,,,,,,,,,,,,,
98337,,3620,2240,920,370,5720,1280,610,195171,310,0,120,320,70,240
98337,"$1 under $25,000",1130,890,60,150,1390,290,160,15831,100,0,30,40,** ,80
98337,"$25,000 under $50,000",1100,750,180,140,1640,360,140,39887,70,0,50,80,30,60
98337,"$50,000 under $75,000",630,360,210,50,1090,260,120,38604,50,0,40,70,** ,40
98337,"$75,000 under $100,000",370,150,190,30,710,160,80,31526,30,0,** ,50,** ,20
98337,"$100,000 under $200,000",330,90,230,** ,740,180,80,42813,60,0,** ,80,20,40
98337,"$200,000 or more",60,** ,50,0,150,30,30,26510,** ,0,** ,** ,20,** 
,,,,,,,,,,,,,,,
98338,,13240,5750,5920,1400,27020,8610,3050,959715,1470,80,590,2010,480,1110
98338,"$1 under $25,000",3190,2410,380,360,3860,940,690,41092,320,30,70,210,30,270
98338,"$25,000 under $50,000",3000,1710,720,520,5270,1630,640,109494,280,** ,120,520,40,200
98338,"$50,000 under $75,000",2190,940,930,270,4610,1490,530,135726,230,20,110,440,60,180
98338,"$75,000 under $100,000",1680,410,1080,160,4210,1450,450,146763,180,** ,120,330,70,120
98338,"$100,000 under $200,000",2730,280,2390,90,7800,2690,610,368258,370,30,170,440,150,270
98338,"$200,000 or more",450,** ,420,** ,1270,410,130,158382,90,** ,** ,70,130,70
,,,,,,,,,,,,,,,
98339,,1900,930,730,220,3340,750,750,111116,310,0,60,440,110,250
98339,"$1 under $25,000",630,430,110,90,860,170,230,8257,110,0,40,40,20,80
98339,"$25,000 under $50,000",530,300,140,80,900,230,160,19101,70,0,** ,120,** ,50
98339,"$50,000 under $75,000",310,110,160,50,670,200,120,19137,50,0,20,100,30,50
98339,"$75,000 under $100,000",170,50,110,** ,340,60,90,14201,30,0,** ,70,** ,30
98339,"$100,000 under $200,000",210,40,170,** ,460,90,110,27561,50,0,** ,80,30,40
98339,"$200,000 or more",50,** ,40,0,110,** ,40,22859,** ,0,** ,30,30,** 
,,,,,,,,,,,,,,,
98340,,1390,540,770,60,2540,450,730,133629,220,0,30,530,130,190
98340,"$1 under $25,000",270,210,50,** ,310,50,120,3307,50,0,** ,40,30,40
98340,"$25,000 under $50,000",250,140,80,40,410,80,110,9327,40,0,** ,100,** ,40
98340,"$50,000 under $75,000",230,90,120,20,430,80,120,13990,40,0,30,100,30,50
98340,"$75,000 under $100,000",160,40,110,** ,320,50,100,13702,20,0,** ,80,** ,** 
98340,"$100,000 under $200,000",370,60,320,** ,830,150,220,50626,70,0,** ,170,40,60
98340,"$200,000 or more",110,** ,90,** ,240,40,60,42677,** ,0,** ,40,30,** 
,,,,,,,,,,,,,,,
98342,,800,360,380,60,1470,320,340,71181,160,0,0,210,80,160
98342,"$1 under $25,000",190,140,20,** ,210,30,60,2296,30,0,0,** ,** ,30
98342,"$25,000 under $50,000",140,80,40,40,240,60,40,5061,30,0,0,50,30,30
98342,"$50,000 under $75,000",140,70,60,20,260,60,70,8629,30,0,0,50,** ,30
98342,"$75,000 under $100,000",80,30,50,** ,170,40,40,6811,20,0,0,30,** ,20
98342,"$100,000 under $200,000",180,40,150,** ,430,100,90,25191,50,0,0,60,50,50
98342,"$200,000 or more",70,** ,60,0,160,30,40,23193,** ,0,0,20,** ,** 
,,,,,,,,,,,,,,,
98346,,5060,2250,2240,460,9500,2460,1740,429468,870,30,130,1120,390,700
98346,"$1 under $25,000",1300,1000,150,110,1500,290,370,16541,210,** ,** ,90,30,170
98346,"$25,000 under $50,000",1070,610,260,170,1830,510,290,39079,150,** ,70,220,30,130
98346,"$50,000 under $75,000",750,310,330,90,1500,430,270,46247,110,** ,** ,210,60,90
98346,"$75,000 under $100,000",630,170,390,50,1410,390,250,54602,100,30,30,200,40,70
98346,"$100,000 under $200,000",980,130,820,40,2420,620,420,135527,210,** ,30,310,120,170
98346,"$200,000 or more",330,30,290,** ,840,220,140,137472,90,** ,** ,90,110,70
,,,,,,,,,,,,,,,
98349,,2120,890,1010,200,4300,1240,750,145529,320,0,90,490,130,250
98349,"$1 under $25,000",530,360,100,70,770,200,180,6906,80,0,20,40,30,60
98349,"$25,000 under $50,000",520,270,170,70,940,250,180,19332,70,0,** ,140,** ,60
98349,"$50,000 under $75,000",400,160,200,30,870,280,150,24428,40,0,30,130,40,40
98349,"$75,000 under $100,000",250,50,190,30,640,200,80,22242,40,0,20,70,** ,30
98349,"$100,000 under $200,000",340,50,290,** ,910,280,120,45828,70,0,20,90,30,60
98349,"$200,000 or more",80,** ,60,** ,170,30,40,26793,20,0,** ,20,30,** 
,,,,,,,,,,,,,,,
98351,,430,170,210,40,850,220,160,31757,50,0,0,110,20,40
98351,"$1 under $25,000",120,80,40,** ,190,50,50,1396,20,0,0,** ,0,** 
98351,"$25,000 under $50,000",90,60,30,40,160,40,30,3314,** ,0,0,50,20,** 
98351,"$50,000 under $75,000",70,** ,40,** ,160,50,20,4320,30,0,0,** ,** ,40
98351,"$75,000 under $100,000",50,30,30,** ,120,40,20,4569,** ,0,0,20,** ,** 
98351,"$100,000 under $200,000",70,** ,50,** ,160,40,40,8869,** ,0,0,40,** ,** 
98351,"$200,000 or more",30,** ,20,0,60,** ,** ,9289,** ,0,0,** ,** ,** 
,,,,,,,,,,,,,,,
98354,,4580,2340,1720,480,8300,2250,1260,329117,530,0,180,770,220,430
98354,"$1 under $25,000",1030,790,110,120,1200,270,290,13295,110,0,20,90,20,90
98354,"$25,000 under $50,000",1120,740,190,160,1710,430,260,41461,110,0,50,210,20,90
98354,"$50,000 under $75,000",850,450,290,100,1580,450,220,52752,100,0,40,170,30,70
98354,"$75,000 under $100,000",580,220,310,50,1240,350,190,50589,70,0,30,120,30,60
98354,"$100,000 under $200,000",830,140,670,50,2110,610,240,113603,110,0,40,150,70,90
98354,"$200,000 or more",170,** ,150,** ,460,140,60,57417,30,0,** ,30,50,30
,,,,,,,,,,,,,,,
98355,,230,110,100,0,450,100,90,13444,0,0,0,70,0,0
98355,"$1 under $25,000",70,50,30,0,100,30,30,992,0,0,0,** ,0,0
98355,"$25,000 under $50,000",60,40,** ,0,90,** ,20,2066,0,0,0,30,0,0
98355,"$50,000 under $75,000",40,20,20,0,90,20,20,2597,0,0,0,40,0,0
98355,"$75,000 under $100,000",30,** ,20,0,90,50,20,2824,0,0,0,** ,0,0
98355,"$100,000 under $200,000",30,** ,30,0,80,** ,** ,4965,0,0,0,** ,0,0
98355,"$200,000 or more",** ,** ,** ,0,** ,** ,** ,** ,0,0,0,** ,0,0
,,,,,,,,,,,,,,,
98356,,1000,450,410,130,1900,510,390,54181,110,0,50,230,30,90
98356,"$1 under $25,000",330,200,70,50,510,120,130,4219,50,0,20,30,** ,60
98356,"$25,000 under $50,000",260,140,70,50,450,120,90,9277,20,0,** ,70,** ,** 
98356,"$50,000 under $75,000",190,70,90,30,400,120,80,11339,20,0,30,60,30,30
98356,"$75,000 under $100,000",90,40,70,** ,220,60,30,7786,20,0,** ,30,** ,** 
98356,"$100,000 under $200,000",130,** ,110,** ,320,90,60,21560,** ,0,** ,40,** ,** 
98356,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,** ,** 
,,,,,,,,,,,,,,,
98358,,470,210,240,0,790,110,280,41055,110,0,0,190,50,90
98358,"$1 under $25,000",130,90,30,0,160,** ,60,1558,40,0,0,** ,** ,30
98358,"$25,000 under $50,000",90,50,30,0,140,50,50,3266,40,0,0,50,** ,30
98358,"$50,000 under $75,000",60,40,30,0,100,** ,40,3622,** ,0,0,40,** ,** 
98358,"$75,000 under $100,000",50,** ,40,0,110,20,30,4478,** ,0,0,30,** ,** 
98358,"$100,000 under $200,000",100,30,80,0,200,40,70,13223,30,0,0,70,50,30
98358,"$200,000 or more",40,** ,30,0,80,** ,30,14908,** ,0,0,** ,** ,** 
,,,,,,,,,,,,,,,
98359,,2600,1130,1260,180,5020,1270,890,204794,370,0,90,560,180,300
98359,"$1 under $25,000",650,500,80,70,760,140,190,8508,90,0,** ,60,** ,80
98359,"$25,000 under $50,000",530,310,160,50,850,170,190,19800,50,0,30,150,30,40
98359,"$50,000 under $75,000",400,170,200,40,820,220,170,24698,50,0,30,130,50,50
98359,"$75,000 under $100,000",300,80,200,** ,700,190,110,26323,50,0,** ,70,** ,30
98359,"$100,000 under $200,000",580,70,500,20,1540,460,180,80251,100,0,30,120,60,70
98359,"$200,000 or more",140,** ,120,** ,350,90,50,45214,30,0,** ,30,40,30
,,,,,,,,,,,,,,,
98360,,6920,2880,3200,740,14540,4850,1540,520651,770,40,320,1030,200,570
98360,"$1 under $25,000",1460,1130,180,130,1620,370,310,18169,160,** ,30,100,** ,130
98360,"$25,000 under $50,000",1380,840,270,240,2290,660,310,51211,110,** ,60,260,40,80
98360,"$50,000 under $75,000",1180,510,480,160,2500,840,280,73443,100,** ,70,220,30,80
98360,"$75,000 under $100,000",1040,230,680,120,2750,1040,220,90437,110,40,80,170,20,60
98360,"$100,000 under $200,000",1640,140,1400,90,4770,1740,350,219037,250,** ,80,240,70,180
98360,"$200,000 or more",220,30,190,** ,610,200,70,68354,40,** ,** ,40,40,40
,,,,,,,,,,,,,,,
98361,,510,250,220,40,850,140,260,28511,70,0,30,160,20,50
98361,"$1 under $25,000",180,120,50,40,280,60,80,2305,20,0,** ,** ,20,30
98361,"$25,000 under $50,000",120,60,40,** ,180,30,60,4135,30,0,30,70,0,** 
98361,"$50,000 under $75,000",80,40,30,** ,130,20,50,4882,** ,0,** ,40,** ,20
98361,"$75,000 under $100,000",60,30,40,** ,110,30,30,4772,20,0,** ,20,** ,** 
98361,"$100,000 under $200,000",70,** ,60,** ,150,** ,40,12417,** ,0,** ,30,** ,** 
98361,"$200,000 or more",** ,** ,** ,** ,** ,** ,** ,** ,** ,0,** ,** ,** ,** 
,,,,,,,,,,,,,,,
98362,,11560,5590,4760,1070,20630,4760,4530,718922,1570,60,480,2830,720,1300
98362,"$1 under $25,000",3570,2560,550,410,4690,950,1250,46221,470,** ,120,310,80,410
98362,"$25,000 under $50,000",3000,1770,770,410,4890,1160,920,108026,320,40,130,720,70,270
98362,"$50,000 under $75,000",1770,700,890,170,3510,850,760,109010,220,** ,80,580,100,180
98362,"$75,000 under $100,000",1240,310,870,50,2740,640,590,107031,200,** ,70,490,100,150
98362,"$100,000 under $200,000",1590,200,1350,30,3870,940,780,210011,260,20,80,570,220,210
98362,"$200,000 or more",390,50,330,** ,930,220,230,138623,100,** ,** ,160,150,80
,,,,,,,,,,,,,,,
98363,,5720,2630,2360,640,10700,2820,1970,344659,700,40,240,1290,270,580
98363,"$1 under $25,000",1780,1240,270,240,2420,570,520,23521,190,** ,60,150,20,170
98363,"$25,000 under $50,000",1500,780,420,270,2740,830,400,53881,150,** ,60,330,30,120
98363,"$50,000 under $75,000",940,350,480,90,1970,540,350,58187,120,40,50,290,40,100
98363,"$75,000 under $100,000",660,140,490,40,1540,390,300,57259,90,** ,30,240,40,80
98363,"$100,000 under $200,000",690,100,570,** ,1690,430,310,89110,110,** ,40,220,90,80
98363,"$200,000 or more",150,20,130,** ,340,60,90,62701,40,** ,** ,60,50,30
,,,,,,,,,,,,,,,
98365,,2610,1020,1490,90,4520,510,1730,279262,410,0,60,1290,260,300
98365,"$1 under $25,000",490,340,130,** ,600,40,260,5979,90,0,20,70,30,70
98365,"$25,000 under $50,000",410,230,150,70,630,80,250,14991,50,0,** ,210,** ,40
98365,"$50,000 under $75,000",410,190,200,** ,690,90,280,25324,60,0,20,230,30,40
98365,"$75,000 under $100,000",360,120,230,20,670,80,260,31799,50,0,** ,220,40,30
98365,"$100,000 under $200,000",690,110,570,** ,1420,170,480,94693,110,0,20,410,80,80
98365,"$200,000 or more",250,30,210,** ,510,50,200,106476,50,0,** ,150,80,40
,,,,,,,,,,,,,,,
98366,,16690,7780,6710,1880,31810,9070,4420,1066034,1600,30,490,2790,570,1200
98366,"$1 under $25,000",4300,3230,420,560,5410,1310,980,57087,400,** ,100,260,50,330
98366,"$25,000 under $50,000",4190,2410,950,690,7100,2000,970,153525,290,** ,120,730,70,230
98366,"$50,000 under $75,000",3050,1240,1370,390,6360,1940,870,188449,280,30,100,650,80,200
98366,"$75,000 under $100,000",2140,530,1430,150,5100,1530,650,185118,220,** ,80,500,80,140
98366,"$100,000 under $200,000",2610,320,2200,90,6850,2040,780,343048,340,** ,90,540,170,250
98366,"$200,000 or more",400,50,340,** ,990,250,170,138807,70,** ,** ,110,120,50
,,,,,,,,,,,,,,,
98367,,13240,5490,6550,1020,26700,7540,3720,1003296,1470,40,450,2460,560,1100
98367,"$1 under $25,000",2930,2280,320,280,3320,660,640,37539,280,** ,70,190,50,230
98367,"$25,000 under $50,000",2620,1550,680,320,4420,1140,680,96816,230,** ,70,530,50,170
98367,"$50,000 under $75,000",2260,890,1130,200,4710,1330,730,139736,240,** ,90,550,60,180
98367,"$75,000 under $100,000",1850,430,1290,120,4640,1500,560,160785,210,** ,80,430,80,150
98367,"$100,000 under $200,000",3080,300,2670,100,8270,2530,930,415026,420,40,140,650,210,300
98367,"$200,000 or more",500,40,460,** ,1340,380,180,153394,90,** ,** ,110,110,70
,,,,,,,,,,,,,,,
98368,,8610,4440,3530,530,14150,2300,4610,648685,1790,30,170,2980,880,1490
98368,"$1 under $25,000",2570,1980,380,180,3140,430,1140,32089,600,** ,50,280,110,530
98368,"$25,000 under $50,000",1900,1130,530,200,3020,610,810,69044,400,** ,50,610,110,340
98368,"$50,000 under $75,000",1290,640,560,80,2210,370,730,79422,230,30,40,600,120,170
98368,"$75,000 under $100,000",940,290,610,30,1840,300,620,81758,160,** ,** ,500,110,120
98368,"$100,000 under $200,000",1400,300,1060,40,2900,450,960,188579,270,** ,30,740,240,230
98368,"$200,000 or more",510,100,390,** ,1040,140,350,197793,130,** ,** ,250,190,100
,,,,,,,,,,,,,,,
98370,,15540,6920,7360,1060,29750,7770,5180,1342415,2260,80,350,3330,1120,1840
98370,"$1 under $25,000",3580,2890,390,240,3720,610,940,44388,440,** ,60,240,60,360
98370,"$25,000 under $50,000",3040,1910,700,370,4890,1190,840,112177,380,** ,70,670,100,320
98370,"$50,000 under $75,000",2390,1060,1080,210,4740,1280,920,147914,340,40,60,680,130,280
98370,"$75,000 under $100,000",1910,520,1250,120,4350,1190,740,166235,280,** ,60,570,110,220
98370,"$100,000 under $200,000",3580,440,3020,120,9330,2740,1310,493599,600,40,100,920,370,470
98370,"$200,000 or more",1040,100,920,** ,2720,760,430,378102,220,** ,** ,250,350,190
,,,,,,,,,,,,,,,
98371,,11730,5540,4870,1180,22160,6230,3290,933359,1470,30,370,2130,600,1190
98371,"$1 under $25,000",2720,2110,280,300,3040,630,710,34268,320,** ,50,220,30,270
98371,"$25,000 under $50,000",2710,1740,500,410,4210,1070,640,100251,260,** ,80,490,60,200
98371,"$50,000 under $75,000",1890,950,680,230,3550,990,600,116846,180,0,70,480,50,150
98371,"$75,000 under $100,000",1300,370,800,120,2930,830,450,113488,180,30,70,350,70,140
98371,"$100,000 under $200,000",2460,320,2040,100,6630,2130,690,335667,410,** ,100,480,210,310
98371,"$200,000 or more",650,50,570,20,1800,580,200,232839,120,** ,** ,110,180,120
,,,,,,,,,,,,,,,
98372,,12280,6130,4650,1310,22710,6540,2820,947019,1510,30,420,1730,660,1180
98372,"$1 under $25,000",3010,2360,280,320,3320,710,640,38483,350,** ,70,200,40,300
98372,"$25,000 under $50,000",3000,1960,510,470,4700,1250,550,110612,270,** ,100,410,50,200
98372,"$50,000 under $75,000",2050,1050,660,290,3750,1050,480,125953,200,30,90,350,60,160
98372,"$75,000 under $100,000",1290,420,730,130,2860,840,350,112160,170,** ,60,270,80,130
98372,"$100,000 under $200,000",2220,290,1830,100,6000,1960,580,305989,360,** ,100,390,220,260
98372,"$200,000 or more",710,50,640,** ,2080,730,220,253822,160,** ,** ,110,210,130
,,,,,,,,,,,,,,,
98373,,13770,6560,5150,1810,26480,8340,2710,1042388,1680,0,550,1740,540,1310
98373,"$1 under $25,000",3260,2520,290,390,3780,910,540,42753,400,0,80,150,30,320
98373,"$25,000 under $50,000",3630,2190,630,710,6010,1830,590,133392,320,0,140,440,60,240
98373,"$50,000 under $75,000",2330,1060,820,400,4650,1510,490,143265,240,0,110,370,70,180
98373,"$75,000 under $100,000",1610,430,980,190,3910,1310,370,140042,240,0,80,290,70,170
98373,"$100,000 under $200,000",2450,300,2020,120,6790,2330,590,330692,390,0,140,400,170,300
98373,"$200,000 or more",490,60,410,** ,1340,450,130,252244,90,0,** ,90,140,100
,,,,,,,,,,,,,,,
98374,,19840,8600,8570,2330,40360,13230,4430,1544669,2270,0,800,2900,770,1710
